Cust_ID	name	birth_year	education_level	dependents	City
3210	Mr John Cobb	1969	Master	0	nan
3211	Miss Regina Frederick	2002	Master	0	Birmingham
3212	Miss Mary Faulkner	2001	high school	0	nan
3213	Miss Tonya Davis	1999	less than high school	1	Birmingham
3214	Miss Kathryn Duncan	2003	high school	1	Birmingham
3216	Miss Valerie Sawyer	1998	Bachelor	0	Birmingham
3219	Mr Chris Anderson	2003	Bachelor	0	nan
3220	Mr Scott Myers	1960	Bachelor	0	Birmingham
3221	Mr James Simpson	1965	high school	1	London
3222	Miss Lindsey Henry	1959	high school	0	nan
3223	Miss Terri Norton	1988	high school	1	Birmingham
3225	Miss Amanda Hanson	1987	less than high school	0	London
3227	Mr Justin Johnson	1980	Master	0	nan
3228	Miss Nancy Crosby	2004	Master	0	Birmingham
3231	Miss Angela Chambers	2004	less than high school	0	nan
3233	Mr Trevor Holden	2003	high school	0	London
3234	Miss Kathryn Rodriguez	1998	less than high school	0	London
3236	Mr Robert Mcdaniel	1989	Bachelor	1	Birmingham
3237	Miss Cynthia Kelley	2001	Bachelor	0	Birmingham
3238	Miss Christine Foster	2005	Bachelor	0	nan
3240	Miss Shannon Blevins	1996	Bachelor	1	Birmingham
3241	Mr Joseph Lopez	1999	less than high school	1	London
3246	Miss Sara Moore	2002	Bachelor	1	nan
3247	Mr Jesse Flynn	2003	Master	0	Birmingham
3248	Miss Tammy Munoz	2001	Master	0	Birmingham
3249	Miss Angela Hall	2001	Master	0	London
3251	Miss Kristin Quinn	1950	high school	0	nan
3253	Miss Nicole James	2004	Bachelor	0	nan
3255	Mr David Brooks	1962	Bachelor	0	nan
3256	Miss Shelby Allen	1977	Master	0	nan
3257	Mr Drew Miller	2001	Bachelor	0	nan
3260	Miss Jennifer Harvey	1998	Master	0	Birmingham
3263	Mr Ryan Woods	1994	less than high school	0	London
3265	Mr Christopher Bennett	1982	high school	1	nan
3266	Mr Jon Robinson	1992	Bachelor	1	Birmingham
3268	Miss Kelly Rios	2000	Bachelor	0	nan
3269	Miss Pamela Meyer	2002	Master	0	nan
3272	Miss Rebecca Smith	1978	less than high school	0	Birmingham
3274	Miss Amy Harris	1981	less than high school	0	Birmingham
3278	Miss Virginia Ramirez	1985	Master	1	Birmingham
3280	Miss Stephanie Anderson	2003	less than high school	0	nan
3281	Mr Joseph Smith	1959	Bachelor	1	Birmingham
3282	Mr Joseph Ford	2000	high school	0	nan
3285	Miss Elizabeth Ortiz	1994	less than high school	1	Birmingham
3286	Miss Rebecca Carlson	2005	less than high school	0	London
3288	Mr John Thompson	1996	high school	0	nan
3289	Miss Melissa Sexton	1966	Bachelor	0	nan
3290	Mr Bill Levine	1951	less than high school	0	nan
3292	Miss Robin Ford	2001	high school	0	nan
3293	Mr Austin Robinson	2002	less than high school	1	nan
3294	Mr Matthew Mueller	1962	less than high school	0	Birmingham
3299	Miss Sarah Salinas	1997	Master	0	nan
3301	Miss Michelle Landry	1997	high school	0	nan
3304	Mr Charles Perez	1995	Bachelor	0	Birmingham
3305	Mr Alexander Ford	1995	high school	0	nan
3307	Mr Michael Garrett	1987	PhD	1	nan
3308	Mr John Burke	1961	high school	0	Birmingham
3311	Mr Ronnie Small	2000	high school	0	nan
3312	Mr Francis Diaz	1966	high school	0	London
3314	Miss Katherine Howard	2000	Bachelor	0	nan
3317	Miss Gail Wright	2002	Master	0	nan
3319	Miss Tonya Ayers	2004	less than high school	1	nan
3321	Miss Danielle Reilly	2004	high school	0	Birmingham
3324	Miss Monique Doyle	2003	less than high school	2	Birmingham
3326	Miss Victoria Martin	2006	Bachelor	0	London
3327	Miss Kathryn Andrade	1959	Master	0	London
3328	Miss Stephanie Jimenez	2004	less than high school	1	nan
3332	Mr Robert Torres	1956	less than high school	1	Birmingham
3333	Miss Deborah Anderson	1987	less than high school	1	nan
3334	Miss Maria Murray	2002	less than high school	1	nan
3335	Miss Joyce Guzman	2000	high school	0	nan
3336	Miss Beth Rhodes	2000	high school	1	nan
3338	Miss Sarah Hart	2003	high school	0	Brimingham
3340	Miss Lindsey Little	1986	Bachelor	0	nan
3341	Mr Randall Lloyd	1966	less than high school	1	London
3345	Mr Jorge Doyle	1988	less than high school	0	nan
3346	Miss Jessica Duncan	1987	Bachelor	0	nan
3347	Mr Johnny Williams	2004	PhD	0	Birmingham
3350	Miss Vanessa Logan	2002	high school	1	nan
3352	Mr Richard Butler	1999	Master	1	Birmingham
3353	Miss Diana Hernandez	1975	high school	0	London
3354	Miss Erica Stone	2005	less than high school	1	nan
3357	Miss Rhonda Johnson	1972	Bachelor	0	Birmingham
3360	Mr Kyle Moore	2001	less than high school	0	nan
3361	Mr Daniel May	1960	high school	0	nan
3362	Mr David Sanchez	1982	High School	0	nan
3363	Miss Dawn Brown	2006	less than high school	1	nan
3366	Miss Jeanne Gonzalez	1972	high school	1	nan
3368	Miss Jessica Hawkins	1958	less than high school	0	nan
3371	Miss Jennifer Callahan	2006	Bachelor	1	nan
3372	Miss Stephanie Green	1996	high school	0	Birmingham
3374	Miss Emily Christensen	2003	Master	0	nan
3376	Mr Brad Fuentes	2000	PhD	0	nan
3378	Miss Mallory Mills	1999	less than high school	0	Birmingham
3379	Miss Janet Dixon	1998	high school	0	nan
3381	Mr Christopher Michael	1997	less than high school	0	Birmingham
3382	Miss Julie Anderson	1998	less than high school	0	nan
3383	Mr Matthew Brown	1987	high school	1	Birmingham
3385	Miss Glenda Cook	1960	Bachelor	0	London
3388	Mr James Mcclain	2002	Bachelor	0	nan
3389	Mr Brian Dean	2001	PHD	0	Birmingham
3390	Mr James Neal	1966	less than high school	1	nan
3391	Mr Jeffrey Rios	2002	Master	0	London
3392	Miss Angela Garcia	1996	high school	0	London
3395	Miss Kelly Gardner	2000	Bachelor	0	nan
3396	Mr John Obrien	1957	high school	1	nan
3397	Miss Amber Burns	1987	high school	0	Birmingham
3400	Miss Maria Fitzpatrick	2003	high school	0	Birmingham
3401	Miss Wendy Butler	1996	less than high school	0	Birmingham
3404	Miss Kelly Schmitt	1972	Bachelor	0	nan
3405	Miss Tabitha Castillo	1980	high school	0	Birmingham
3407	Miss Jodi Romero	2004	Bachelor	0	nan
3408	Mr David Moreno	1995	high school	1	London
3409	Miss Alexandra Martinez	2000	high school	0	nan
3410	Mr Leroy Brown	2004	high school	0	nan
3411	Mr Christopher Baker	1964	less than high school	0	London
3413	Miss Dana Pope	1958	less than high school	0	nan
3415	Miss Mary Perez	1957	high school	0	Birmingham
3416	Miss Kim Davies	1999	less than high school	0	Birmingham
3417	Mr Matthew Schwartz	2001	high school	1	Birmingham
3418	Miss Nicole Jones	2003	Bachelor	2	nan
3420	Miss Jessica Hebert	2002	Master	0	Birmingham
3421	Miss Brandi Wilson	1988	Bachelor	1	London
3422	Mr Mark Wilson	2001	High School	0	London
3423	Miss Candace Salinas	1989	high school	0	nan
3428	Mr Kevin Landry	2000	Bachelor	0	Birmingham
3430	Mr David Harvey	2002	high school	1	nan
3431	Mr Timothy Walter	2001	Bachelor	0	Birmingham
3432	Mr Willie Melton	1963	less than high school	0	nan
3436	Miss Jessica Fleming	1991	high school	0	nan
3438	Mr Steve Brown	1986	Master	0	London
3442	Miss Brooke Boyd	2004	Bachelor	2	London
3443	Mr Bobby Bryant	1951	Master	2	nan
3453	Miss Penny Delgado	1999	less than high school	0	nan
3455	Miss Katherine Alvarado	1991	high school	0	nan
3456	Miss Whitney Benson	1990	less than high school	0	nan
3457	Miss Katie Garcia	2005	less than high school	1	Birmingham
3459	Miss Elizabeth Collins	2003	Bachelor	0	London
3460	Mr Ethan Simon	2005	high school	0	nan
3461	Mr Bryan Craig	2003	Bachelor	0	Birmingham
3462	Miss Tiffany Stokes	1962	Master	0	Birmingham
3466	Mr James Sexton	1957	high school	1	nan
3467	Mr Ross Bell	1994	high school	0	nan
3468	Miss Robin Kaufman	1974	less than high school	1	nan
3471	Miss Sarah Parrish	1992	Bachelor	0	Birmingham
3472	Miss Andrea Crosby	1965	high school	0	London
3475	Miss Susan Peterson	1992	high school	1	nan
3477	Mr John Day	2003	high school	0	London
3478	Miss Diana Cannon	1984	Bachelor	1	nan
3479	Miss Megan Johnson	1998	less than high school	1	nan
3480	Miss Joanna Bush	2005	Bachelor	0	nan
3482	Mr Edward Turner	1956	Bachelor	1	nan
3483	Mr Zachary Garcia	2003	high school	1	Brimingham
3484	Miss Mary Burns	1993	Bachelor	0	nan
3485	Miss Tara Brown	2004	less than high school	1	Birmingham
3488	Miss Mary Carter	2001	Bachelor	1	nan
3490	Mr Dennis Murray	2002	high school	1	nan
3492	Mr Dean Miller	1987	high school	0	Birmingham
3493	Mr Richard Russo	2001	high school	1	nan
3494	Mr James Medina	1988	high school	1	Birmingham
3495	Miss Jessica Johnson	1996	high school	1	nan
3496	Miss Rachel Walker	2005	high school	0	London
3497	Miss Sandra Hicks	2002	less than high school	0	nan
3498	Miss Sherry Miller	2006	high school	0	nan
3499	Miss Holly Rowe	1999	less than high school	1	Birmingham
3501	Mr Derrick Haynes	1982	high school	0	Birmingham
3504	Miss Peggy Martin	1974	Bachelor	0	nan
3506	Mr Allen Willis	1993	PhD	0	nan
3507	Mr Scott Jimenez	2001	Bachelor	0	nan
3508	Miss Erika Dickson	2005	high school	0	Birmingham
3510	Miss Nicole Olsen	1952	Master	0	Birmingham
3511	Miss Olivia Eaton	1963	Master	0	Birmingham
3513	Miss Lindsey Little	1991	Bachelor	1	Birmingham
3514	Miss Miranda Jackson	1996	high school	0	Birmingham
3515	Mr Tyler Serrano	2002	less than high school	0	nan
3516	Miss Susan Patel	1999	Bachelor	0	Birmingham
3517	Miss Kayla Mendez	2006	high school	1	Birmingham
3520	Miss Cheryl Williams	2003	Bachelor	0	Birmingham
3521	Miss Jessica Lozano	1983	high school	0	London
3522	Miss Michelle Glover	1990	Master	0	Birmingham
3525	Mr Justin Robinson	2000	PHD	0	London
3529	Mr Michael Scott	2001	less than high school	1	Birmingham
3531	Miss Jennifer Smith	1991	high school	1	London
3532	Miss Kathleen Fowler	2004	less than high school	0	nan
3533	Miss Amy Mccall	2004	high school	0	Birmingham
3534	Mr Matthew Williams	2003	high school	0	nan
3535	Mr Reginald Mckenzie	1981	Bachelor	1	nan
3536	Miss Andrea French	1982	high school	1	nan
3538	Miss Cynthia Calderon	1999	less than high school	1	nan
3540	Mr Daniel Williams	1993	less than high school	1	Birmingham
3544	Mr Jesse Hart	2001	less than high school	0	nan
3548	Miss Kelsey Anderson	2006	high school	0	London
3551	Mr Robert Hill	1962	less than high school	0	nan
3552	Miss Katrina Gibson	1992	Bachelor	0	nan
3553	Miss Andrea Church	1997	high school	1	Birmingham
3554	Mr Albert Hamilton	2002	less than high school	0	nan
3557	Miss Amy Richardson	2000	less than high school	0	nan
3558	Miss Monica Quinn	1989	Master	0	Brimingham
3559	Miss Beth Gregory	2004	Bachelor	0	Birmingham
3563	Miss Nancy Adams	2006	Bachelor	1	nan
3564	Mr Curtis Morgan	1974	high school	0	nan
3566	Miss Tracy Jacobs	2006	high school	1	London
3568	Miss Kathryn Parker	1999	high school	1	nan
3569	Mr Robert Ortiz	1953	high school	0	nan
3570	Mr David Mcgee	1978	less than high school	1	nan
3571	Miss Brooke Anderson	2001	high school	1	Birmingham
3575	Miss Kathleen Spears	2006	Master	2	London
3576	Miss Casey Robinson	1997	Bachelor	0	nan
3578	Miss Rachel Price	1974	less than high school	0	nan
3580	Miss Patricia Gonzalez	2003	less than high school	0	Birmingham
3581	Mr Keith Williams	2001	high school	1	nan
3583	Miss Leslie Williamson	1971	high school	0	Birmingham
3584	Mr Kevin Perry	2002	high school	1	nan
3585	Mr Ian Pierce	1962	high school	0	London
3586	Mr Justin Campbell	1951	less than high school	1	London
3587	Miss Brenda Jordan	1951	Bachelor	1	London
3588	Miss Emily Thompson	2002	Bachelor	0	Birmingham
3593	Miss Jessica Brown	2002	less than high school	0	Birmingham
3594	Miss Mikayla Perez	1999	PhD	1	nan
3596	Miss Kelsey Rollins	2003	less than high school	0	nan
3597	Miss Christine Jones	1952	less than high school	1	nan
3598	Mr Brian Davis	2004	Bachelor	0	nan
3602	Mr Henry Pugh	1991	less than high school	0	Birmingham
3605	Mr Thomas Banks	1997	high school	0	nan
3607	Mr Terry Warner	1965	less than high school	0	nan
3608	Mr Christopher Page	1987	Bachelor	0	nan
3609	Miss Shannon Williams	1952	Bachelor	0	nan
3610	Mr Lee Lara	1968	less than high school	1	London
3611	Miss Allison Jones	1973	high school	1	London
3612	Mr Todd Jones	1997	high school	0	nan
3613	Miss Heather Freeman	1999	high school	0	London
3616	Mr Trevor Gonzalez	1951	high school	1	London
3617	Mr Jason Wright	1962	Master	0	Birmingham
3618	Miss Amanda Page	2000	high school	0	Birmingham
3619	Miss Sheryl Wells	2003	Bachelor	0	Birmingham
3621	Mr Brent Fisher	1991	high school	0	nan
3625	Miss Kimberly Davis	1999	Bachelor	0	nan
3626	Mr Rick Williams	1952	Bachelor	0	Birmingham
3628	Miss Rebecca Benjamin	1984	less than high school	1	Birmingham
3629	Mr Robert Ellis	2001	Master	1	nan
3630	Miss Kimberly Lawson	1998	Bachelor	0	nan
3632	Miss Christy Schmidt	2000	Bachelor	0	London
3633	Miss Lisa Thompson	2004	high school	0	nan
3636	Mr Jeffrey Campos	1947	Master	0	nan
3638	Mr Nathan Wade	2001	Master	0	Birmingham
3639	Miss Sarah Ramos	1976	less than high school	0	nan
3641	Miss Jodi Jones	2000	high school	0	Birmingham
3643	Mr Michael Phillips	2003	Master	1	London
3644	Miss Christine Foster	1999	Bachelor	0	nan
3646	Miss Christina Lowe	2002	Master	0	Birmingham
3647	Miss Tamara Lee	2003	Master	0	nan
3648	Miss Patricia Wilson	1999	high school	1	London
3649	Miss Karen Keith	2005	Master	1	nan
3650	Mr Johnathan Smith	1973	less than high school	0	nan
3653	Mr Sean Johns	2001	high school	0	nan
3657	Miss Natasha Reese	2005	high school	1	nan
3658	Miss Debbie Tyler	2002	Bachelor	1	Birmingham
3659	Miss Elizabeth Fuller	2001	Bachelor	0	nan
3660	Miss Erika Petersen	1984	Bachelor	0	Birmingham
3661	Mr Maurice Owen	2000	less than high school	0	Birmingham
3662	Miss Shannon Martinez	1957	PhD	0	Birmingham
3663	Miss Haley Johnson	2002	high school	1	nan
3666	Miss Lindsay Lee	1989	PhD	0	Birmingham
3673	Miss Jamie Williams	1999	high school	0	London
3676	Miss Ashley Hampton	2002	less than high school	0	nan
3677	Mr Brian Lin	1995	high school	0	nan
3679	Mr Andrew Sweeney	1944	Bachelor	0	nan
3680	Miss Melissa Gutierrez	1987	high school	0	nan
3681	Miss Mary Smith	2000	Bachelor	0	Birmingham
3682	Mr Joseph Ross	1962	PHD	0	nan
3684	Mr Darrell Fox	1994	less than high school	0	nan
3685	Mr William Gray	2002	less than high school	0	nan
3688	Miss Catherine Robles	1992	Bachelor	0	nan
3689	Miss Jessica Ross	1973	less than high school	1	nan
3690	Mr Daniel Le	1965	less than high school	1	Birmingham
3691	Miss Tracy Johnson	2005	high school	0	Birmingham
3692	Miss Latoya Moreno	2004	Master	0	nan
3694	Mr Timothy Reeves	2002	high school	1	nan
3696	Mr Donald Davis	1998	less than high school	0	nan
3698	Miss Anna Patrick	1990	PhD	0	nan
3699	Miss Sarah Brown	2004	less than high school	0	London
3701	Miss Sherri Hurley	1997	Master	0	nan
3703	Mr Eric Allen	2003	high school	0	nan
3706	Miss Laura Grimes	2000	PhD	1	nan
3709	Mr Matthew Thornton	1988	Bachelor	1	Birmingham
3710	Miss Lisa Brooks	1969	high school	1	nan
3713	Miss Nicole Douglas	1994	high school	1	Birmingham
3716	Miss Anne Lee	1988	Bachelor	0	nan
3718	Miss Pamela Solomon	1986	less than high school	0	London
3720	Miss Emily Stewart	1995	less than high school	0	Birmingham
3721	Mr Hunter Proctor	2000	high school	1	Birmingham
3723	Mr Brian Austin	1951	less than high school	0	nan
3724	Miss Sarah Melton	1998	Master	1	nan
3726	Miss Amy Cohen	1969	high school	0	London
3729	Mr Nicholas Lewis	1997	high school	0	nan
3730	Mr David Thomas	1955	less than high school	0	nan
3732	Miss Lindsey Rodriguez	2001	Bachelor	0	Birmingham
3733	Miss Deanna Mooney	1972	Master	1	Birmingham
3734	Mr Luis Wagner	2004	high school	0	nan
3735	Mr Brian Mendez	1989	high school	0	nan
3736	Mr Phillip Jimenez	1952	high school	1	Birmingham
3738	Miss Julia Brock	1984	Master	0	nan
3739	Mr Michael Harrison	2003	Master	0	nan
3740	Mr Greg Sullivan	1997	high school	0	nan
3742	Mr Nathan Wilson	1995	less than high school	0	nan
3744	Mr Patrick Miller	1959	Bachelor	0	nan
3745	Mr Edward Riley	1981	high school	0	nan
3746	Miss Barbara May	1990	Bachelor	0	Birmingham
3747	Miss Pamela Lopez	1998	Bachelor	0	Birmingham
3748	Mr Derek Bass	2001	Master	0	nan
3749	Mr John Dunn	1995	Bachelor	1	Birmingham
3752	Miss Cheryl Duncan	1954	Master	0	nan
3754	Mr Lawrence Davis	1961	high school	0	London
3755	Mr William Mendoza	1997	Bachelor	0	London
3757	Miss Erica Martinez	1988	high school	0	nan
3758	Miss Maria Robertson	1998	Master	0	nan
3759	Mr Clayton Zamora	1995	high school	0	London
3760	Mr James Pearson	1954	less than high school	0	London
3762	Miss Jennifer Bonilla	1998	Master	0	nan
3763	Miss Mary Russell	1999	high school	1	London
3764	Mr John Fowler	1996	Master	0	Birmingham
3765	Mr Peter Smith	1961	Bachelor	0	Birmingham
3766	Mr Kevin Martinez	1969	Master	0	nan
3768	Miss Stephanie Williams	1998	high school	0	Birmingham
3769	Mr Lee Ferguson	1950	Bachelor	0	Birmingham
3770	Miss Nicole Gonzalez	1997	less than high school	0	Birmingham
3771	Mr Benjamin Andrews	2002	less than high school	1	nan
3773	Miss Brianna Davidson	2002	high school	0	Birmingham
3776	Mr Mark Jordan	2001	less than high school	0	nan
3777	Miss Angela Castillo	2006	less than high school	1	London
3778	Miss Andrea Gardner	1983	Bachelor	0	Birmingham
3779	Mr Brian Woodward	2002	PhD	1	Birmingham
3782	Mr Jake Lewis	1966	less than high school	1	London
3783	Mr Christopher Sampson	1989	PhD	0	London
3784	Mr Nicholas Butler	2003	Bachelor	1	nan
3785	Miss Misty Wood	2001	Master	0	nan
3789	Miss Anna Donovan	1999	Bachelor	0	Birmingham
3790	Miss Emily Young	1997	Master	1	nan
3792	Miss Michelle Grant	1994	Bachelor	1	Birmingham
3793	Miss Diana Lopez	1991	high school	0	nan
3795	Mr Philip Smith	2001	Bachelor	0	Birmingham
3798	Miss Kimberly Robertson	2000	Bachelor	0	Birmingham
3799	Mr David Ward	1995	less than high school	1	Birmingham
3801	Mr Ian Olson	1998	high school	1	nan
3802	Mr Joshua Henderson	2003	less than high school	1	nan
3803	Mr Christopher Lewis	1961	high school	0	London
3804	Miss Stephanie Gonzalez	1999	less than high school	2	nan
3806	Mr Joe Cowan	1998	less than high school	0	nan
3807	Miss Kristin Huffman	1999	Bachelor	0	nan
3808	Miss Rebecca Walker	1994	less than high school	0	nan
3810	Miss Erin Patterson	1987	high school	0	nan
3811	Mr James Warren	1996	less than high school	0	Birmingham
3812	Mr Anthony Hernandez	1971	PhD	0	nan
3813	Miss Caroline Clements	1994	Bachelor	0	Birmingham
3817	Mr Kyle Perry	1968	Master	0	Birmingham
3818	Mr Benjamin Jordan	2001	Master	1	London
3820	Miss Tara Cole	1975	high school	1	nan
3821	Miss Jennifer Garrison	1962	Bachelor	0	Birmingham
3822	Mr Michael Davis	1966	high school	0	Birmingham
3824	Miss Angela Ellis	2003	Bachelor	0	nan
3825	Miss Nicole Meyer	1968	Bachelor	1	Birmingham
3826	Mr Timothy Sweeney	1953	high school	1	nan
3827	Miss Karen Lucas	1978	less than high school	0	nan
3828	Miss Lindsey Lee	1986	less than high school	0	Birmingham
3829	Miss Deanna Simon	1994	high school	0	nan
3830	Mr Raymond Duncan	1962	Bachelor	1	London
3833	Mr Gavin Tran	1958	high school	0	nan
3836	Mr Samuel Brown	1965	Bachelor	0	Birmingham
3837	Miss Samantha Wilson	1967	Master	1	nan
3838	Miss Kristi Patrick	2006	Bachelor	1	nan
3842	Mr Nicholas Richardson	1992	Master	0	Birmingham
3844	Miss Jennifer Lee	2002	Bachelor	1	nan
3845	Miss Emily Kelley	1995	less than high school	1	nan
3846	Miss Jessica Clark	2002	high school	1	nan
3847	Miss Courtney Ball	2005	Master	1	nan
3848	Mr Alexander Clark	1950	less than high school	0	nan
3849	Mr Sean Baker	1969	high school	0	nan
3850	Miss Carol Hall	2003	Master	0	London
3852	Miss Jacqueline Marsh	1985	high school	0	nan
3854	Miss Jessica Warren	1998	high school	0	Birmingham
3855	Miss Tracey Moore	1997	high school	0	London
3856	Miss Nancy Fields	2000	less than high school	0	nan
3857	Mr Shannon Wilson	1969	high school	0	nan
3858	Miss Katherine Charles	2004	Bachelor	0	London
3859	Miss Stephanie Allen	1999	Bachelor	0	Birmingham
3861	Miss Selena Hunter	1986	Bachelor	2	London
3863	Mr Jason Martin	2001	high school	0	Birmingham
3864	Mr Paul Rodriguez	1950	less than high school	0	Birmingham
3865	Miss Amy Smith	2004	Bachelor	0	Birmingham
3867	Miss Andrea Smith	2006	high school	0	London
3868	Miss Rebecca Miller	2004	high school	0	London
3870	Miss Kelly Christian	1972	less than high school	1	nan
3872	Miss Jessica Thompson	1982	Master	1	Birmingham
3873	Miss Deborah Rios	2002	Bachelor	0	Birmingham
3874	Miss Cheryl Lopez	2004	high school	1	nan
3876	Miss Karen Morgan	2006	less than high school	0	Birmingham
3877	Miss Stephanie Jennings	1967	high school	1	Birmingham
3879	Mr Darrell Carey	1967	high school	0	nan
3880	Mr Cesar Jennings	1954	less than high school	0	London
3883	Miss Crystal Acosta	1986	Master	0	nan
3884	Miss Katherine Blevins	1986	Bachelor	1	Birmingham
3885	Mr Anthony Jackson	1962	Bachelor	1	London
3887	Miss Melanie Peters	1987	high school	0	nan
3888	Mr Kevin Allen	1951	high school	0	Birmingham
3890	Miss Morgan Powell	1982	less than high school	0	Birmingham
3893	Mr Alexander Williamson	2002	high school	0	London
3894	Miss Erica Davenport	1955	high school	1	nan
3898	Miss Dawn Benson	1999	less than high school	0	London
3901	Mr Bradley Bailey	1995	Bachelor	1	London
3903	Mr Antonio Rodriguez	1986	Bachelor	0	Birmingham
3904	Mr Keith Hopkins	2006	less than high school	2	Birmingham
3905	Miss Lindsey Pierce	2004	high school	0	nan
3906	Miss Kristie Graham	2003	high school	0	nan
3907	Mr Maurice Boyle	2000	less than high school	1	Birmingham
3908	Mr Jeffrey Daniels	2002	Bachelor	0	Birmingham
3909	Miss Tracy Jones	2000	Master	2	nan
3910	Mr Brad Moss	1954	less than high school	1	Birmingham
3911	Mr Brian Richardson	1998	high school	0	nan
3912	Miss Natalie Manning	1999	high school	0	Birmingham
3915	Mr Kurt Rivers	1988	less than high school	0	nan
3916	Miss Rhonda Lewis	1990	high school	1	Birmingham
3919	Miss Tiffany Hudson	2000	Master	0	nan
3920	Mr Charles Gonzalez	1968	high school	0	London
3922	Miss Brenda King	1958	less than high school	1	London
3923	Mr Jeffrey Schmidt	2003	high school	1	nan
3927	Miss Yvonne Garner	1999	Master	0	Birmingham
3928	Miss Cassidy Smith	2002	high school	0	London
3929	Miss Shelia Stone	1982	high school	0	nan
3930	Mr Adam Reynolds	1982	less than high school	0	nan
3932	Mr Christopher Moreno	2003	less than high school	1	nan
3934	Mr Ernest Gardner	1961	Master	0	nan
3935	Miss Angela Hernandez	1995	less than high school	0	Birmingham
3936	Miss Bethany Johnson	1962	less than high school	0	nan
3938	Miss Sara Walsh	1983	high school	0	nan
3945	Mr Jamie Sanders	1990	less than high school	1	London
3947	Mr Keith Ochoa	2001	Bachelor	1	London
3949	Mr Daniel Green	1953	Bachelor	1	nan
3950	Mr Adam Bennett	2000	high school	0	Birmingham
3952	Miss Heather Hall	1998	Bachelor	1	London
3953	Miss Janet Weber	1980	high school	1	nan
3954	Miss Sarah Montoya	1968	Bachelor	0	nan
3955	Miss Marisa Armstrong	1997	Master	1	nan
3958	Mr Jorge Sanders	1965	less than high school	0	Birmingham
3960	Mr William Diaz	1991	high school	0	Birmingham
3961	Mr Benjamin Cooper	2001	high school	0	Birmingham
3962	Miss Monica Flores	2004	less than high school	0	London
3964	Mr Philip Padilla	2002	Bachelor	0	London
3965	Miss Phyllis Lucas	1989	less than high school	0	London
3966	Mr Mark Hernandez	1987	Bachelor	1	Birmingham
3967	Miss Brittany Martinez	1999	high school	1	nan
3969	Miss Maria Miller	1951	less than high school	0	nan
3972	Miss Ashley Cantu	1986	less than high school	0	London
3973	Miss Michelle Smith	1995	less than high school	0	nan
3974	Miss Kristi Esparza	1990	less than high school	0	nan
3979	Miss Caitlin Guzman	1967	less than high school	0	nan
3980	Miss Wendy Fox	1963	high school	1	nan
3983	Mr Kevin Henry	1984	Bachelor	0	Birmingham
3984	Mr Scott Martin	1970	less than high school	0	nan
3985	Mr Antonio Murray	1970	high school	0	nan
3986	Miss Christina Reed	1987	high school	0	Birmingham
3987	Mr Mark Gardner	1966	high school	0	Birmingham
3989	Miss Jessica Brooks	2000	less than high school	0	nan
3990	Miss Brenda Martinez	1983	Bachelor	0	Birmingham
3991	Mr Jerry Vaughn	2001	high school	0	nan
3993	Miss Catherine Butler	1955	high school	0	London
3994	Miss Shelby Allen	1953	high school	1	Birmingham
3995	Miss Laura Anderson	2002	high school	0	Birmingham
3996	Mr Jeffery Erickson	2004	Bachelor	0	nan
3998	Miss Amanda Martinez	1999	less than high school	0	nan
3999	Mr Derek Mullen	2002	Bachelor	0	Birmingham
4000	Miss Gabriella Sanchez	2001	Bachelor	0	nan
4002	Miss Erin Mcdaniel	1983	high school	0	Birmingham
4003	Mr George Galloway	1988	Bachelor	0	nan
4005	Miss Meghan Franklin	1991	Bachelor	0	nan
4006	Miss Michelle Garner	2003	Master	0	nan
4008	Mr Shawn Mills	2003	high school	0	nan
4009	Miss Amanda Delgado	2004	Master	0	London
4010	Miss Terri Howard	2004	less than high school	0	nan
4012	Miss Tammy Hernandez	2000	less than high school	0	Birmingham
4013	Miss Sharon Lopez	1960	high school	1	Birmingham
4014	Mr Randy Hammond	1964	Bachelor	0	nan
4015	Miss Caitlin Boyd	1987	Master	0	Birmingham
4016	Mr Blake Henderson	2001	less than high school	0	nan
4018	Miss Julia Mendez	2005	High School	0	Birmingham
4020	Miss Lori Adams	1970	Bachelor	1	nan
4023	Mr William Washington	1999	Bachelor	0	nan
4024	Mr Christopher Ward	1951	Bachelor	0	nan
4025	Mr Steven Long	2000	high school	0	Birmingham
4026	Miss Amanda Oconnor	2006	less than high school	0	London
4027	Miss Sara Henry	2002	high school	0	nan
4031	Mr Robert Casey	2002	less than high school	0	London
4032	Miss Kimberly Watkins	1999	Master	0	Birmingham
4038	Miss Desiree Harris	2002	less than high school	0	nan
4041	Mr Travis Rush	2001	Master	1	nan
4042	Miss Evelyn Baker	1999	Bachelor	1	nan
4045	Miss Tiffany Gordon	2004	less than high school	0	nan
4047	Miss Nicole Powell	2005	high school	0	nan
4049	Miss Kelly Rush	2003	high school	0	Birmingham
4054	Mr Michael Meyer	1977	less than high school	2	Birmingham
4055	Miss Sandra Keith	2004	less than high school	1	Birmingham
4056	Miss Kayla French	1967	high school	1	London
4058	Miss Jennifer Davis	1988	Master	0	London
4061	Mr Harry Johnson	1962	Bachelor	0	nan
4062	Miss Carla Parker	2002	PhD	0	nan
4064	Mr Shawn Jordan	2002	less than high school	0	nan
4066	Miss Lisa Ramos	2005	Master	0	London
4068	Miss Ashley Riddle	2003	high school	0	London
4074	Mr Thomas Lopez	1984	Master	0	London
4075	Miss Rebecca Duffy	1991	less than high school	1	nan
4076	Mr Omar Clark	1996	high school	0	London
